url,num
http://datatables.club/example/,1014
http://datatables.club/,997
http://datatables.club/reference/,779
http://datatables.club/manual/,613
http://datatables.club/reference/option/,497
http://datatables.club/index.html,414
http://datatables.club/reference/api/,337
http://datatables.club/manual/api.html,305
http://datatables.club/extensions/,232
http://datatables.club/plug-ins/,205
http://datatables.club/manual/options.html,183
http://datatables.club/manual/data.html,170
http://datatables.club/example/user_share/custom_hide_filter_column.html,141
http://datatables.club/reference/event/,135
http://datatables.club/manual/styling.html,123
http://datatables.club/manual/install.html,123
http://datatables.club/example/user_share/basic_curd_java.html,113
http://datatables.club/manual/server-side.html,111
http://datatables.club/reference/api/ajax.reload().html,106
http://datatables.club/example/basic_init/zero_configuration.html,105
http://datatables.club/example/data_sources/ajax.html,98
http://datatables.club/faqs/,95
http://datatables.club/example/user_share/basic_curd.html,87
http://datatables.club/reference/button/,87
http://datatables.club/example/user_share/send_extra_param.html,85
http://datatables.club/example/basic_init/alt_pagination.html,81
http://datatables.club/upgrade/,81
http://datatables.club/example/basic_init/dom.html,75
http://datatables.club/example/server_side/simple.html,74
http://datatables.club/example/user_share/mir/,73
http://datatables.club/example/ajax/objects.html,69
http://datatables.club/upgrade/1.10-convert.html,68
http://datatables.club/reference/option/ajax.html,63
http://datatables.club/example/user_share/row_details.html,61
http://datatables.club/example/user_share/inline_edit_no_plugin.html,60
http://datatables.club/reference/option/ajax.data.html,60
http://datatables.club/manual/daily/,59
http://datatables.club/example/user_share/inline_edit.html,57
http://datatables.club/example/data_sources/server_side.html,56
http://datatables.club/example/api/select_single_row.html,56
http://datatables.club/manual/i18n.html,55
http://datatables.club/example/api/show_hide.html,53
http://datatables.club/example/data_sources/js_array.html,51
http://datatables.club/extensions/buttons/,51
http://datatables.club/example/basic_init/complex_header.html,49
http://datatables.club/example/advanced_init/dt_events.html,49
http://datatables.club/example/api/add_row.html,48
http://datatables.club/tour/,48
http://datatables.club/example/basic_init/hidden_columns.html,46
http://datatables.club/manual/styling/classes.html,46
http://datatables.club/manual/daily/2016/04/18/option-ajax.html,46
http://datatables.club/reference/option/ordering.html,44
http://datatables.club/example/user_share/yuui.html,44
http://datatables.club/example/basic_init/multi_col_sort.html,43
http://datatables.club/example/advanced_init/dom_toolbar.html,43
http://datatables.club/example/basic_init/flexible_width.html,42
http://datatables.club/manual/styling/bootstrap.html,42
http://datatables.club/example/basic_init/table_sorting.html,41
http://datatables.club/example/ajax/simple.html,38
http://datatables.club/reference/option/columnDefs.html,37
http://datatables.club/reference/option/ajax.dataSrc.html,36
http://datatables.club/example/advanced_init/column_render.html,36
http://datatables.club/example/api/select_row.html,36
http://datatables.club/example/api/counter_columns.html,36
http://datatables.club/reference/option/serverSide.html,35
http://datatables.club/example/data_sources/dom.html,35
